feature,lgb_importance,xgb_importance,avg_importance
adx_14_1h,2837,0.018727569,1418.5093637844548
adx_14,2416,0.01604755,1208.0080237751827
dist_ema_50,2341,0.01676383,1170.5083819152787
btc_correlation,2300,0.01824671,1150.0091233551502
hour_utc,2026,0.022658424,1013.011329212226
volume_std,2022,0.016810358,1011.0084051787853
eth_btc_ratio,2008,0.019033251,1004.0095166256651
hist_vol_50,1935,0.019464385,967.5097321923822
macd_hist,1861,0.014789236,930.5073946178891
bb_width,1841,0.015198519,920.5075992597267
vol_trend,1780,0.0145032415,890.0072516207583
vol_expansion,1771,0.015175015,885.5075875073671
volume_sma,1764,0.017908024,882.0089540118352
rsi_14,1696,0.015102083,848.0075510414317
obv,1665,0.021792404,832.5108962021768
vol_zscore,1602,0.016107792,801.0080538960174
vix,1599,0.024163445,799.5120817227289
atr_percentile,1569,0.014881929,784.5074409646913
dxy,1559,0.020115197,779.5100575983524
hist_vol_20,1521,0.01511913,760.5075595648959
vwap,1514,0.021163922,757.0105819609016
ema_50_1h,1460,0.02397803,730.0119890151545
bb_position,1444,0.012916963,722.0064584813081
treasury_10y,1390,0.020975204,695.0104876020923
returns_4h,1368,0.013012083,684.0065060416237
ema_200_1h,1325,0.021834614,662.5109173068777
returns_1h,1287,0.010683998,643.5053419992328
atr_14,1247,0.015342944,623.5076714721508
spx,1147,0.021889439,573.5109447194263
keltner_width,1121,0.08790648,560.5439532399178
atr_ratio,1060,0.038574453,530.0192872267216
weekday,944,0.024203446,472.0121017228812
volume_zscore,829,0.010441429,414.50522071449086
volume_ratio,805,0.010668887,402.5053344434127
high_low_range,803,0.012566375,401.5062831873074
close_position,801,0.008887187,400.50444359332323
returns_15m,793,0.009116655,396.5045583276078
transaction_volume,764,0.013440509,382.0067202546634
europe_session,318,0.032829784,159.01641489192843
vol_regime_encoded,291,0.024703339,145.51235166937113
minute_utc,150,0.0069454825,75.0034727412276
us_afterhours,147,0.020341925,73.5101709626615
asia_session,144,0.019469788,72.009734894149
us_session,134,0.020085119,67.0100425593555
europe_us_overlap,129,0.019941,64.50997050013393
us_premarket,117,0.04145516,58.52072758041322
above_ema_200,109,0.018190555,54.50909527763724
us_market_open,102,0.01880675,51.00940337497741
asia_europe_overlap,74,0.013647169,37.00682358443737
is_weekend,67,0.03337321,33.51668660528958
btc_dominance,0,0.0,0.0
